"siteid","sitename","itemid","itemname","itemengname","itemunit","monitormonth","concentration"
38,"崙背",38,"相對濕度","RH","%",202301,"78"
39,"新港",1,"二氧化硫","SO2","ppb",202301,"1.5"
39,"新港",2,"一氧化碳","CO","ppm",202301,"0.3"
39,"新港",3,"臭氧","O3","ppb",202301,"33.3"
39,"新港",4,"懸浮微粒","PM10","μg/m3",202301,"55"
39,"新港",5,"氮氧化物","NOx","ppb",202301,"9.6"
39,"新港",6,"一氧化氮","NO","ppb",202301,"1.7"
39,"新港",7,"二氧化氮","NO2","ppb",202301,"7.8"
39,"新港",10,"風速","WIND_SPEED","m/sec",202301,"2.8"
39,"新港",14,"溫度","AMB_TEMP","℃",202301,"17.3"
39,"新港",33,"細懸浮微粒","PM2.5","μg/m3",202301,"25"
39,"新港",38,"相對濕度","RH","%",202301,"79"
40,"朴子",1,"二氧化硫","SO2","ppb",202301,"1.5"
40,"朴子",2,"一氧化碳","CO","ppm",202301,"0.28"
40,"朴子",3,"臭氧","O3","ppb",202301,"34.4"
40,"朴子",4,"懸浮微粒","PM10","μg/m3",202301,"51"
40,"朴子",5,"氮氧化物","NOx","ppb",202301,"7.8"
40,"朴子",6,"一氧化氮","NO","ppb",202301,"1.1"
40,"朴子",7,"二氧化氮","NO2","ppb",202301,"6.6"
40,"朴子",10,"風速","WIND_SPEED","m/sec",202301,"1.8"
40,"朴子",14,"溫度","AMB_TEMP","℃",202301,"17.3"
40,"朴子",33,"細懸浮微粒","PM2.5","μg/m3",202301,"23"
40,"朴子",38,"相對濕度","RH","%",202301,"82"
41,"臺西",1,"二氧化硫","SO2","ppb",202301,"1.4"
41,"臺西",2,"一氧化碳","CO","ppm",202301,"0.24"
41,"臺西",3,"臭氧","O3","ppb",202301,"39.3"
41,"臺西",4,"懸浮微粒","PM10","μg/m3",202301,"42"
41,"臺西",5,"氮氧化物","NOx","ppb",202301,"6.7"
41,"臺西",6,"一氧化氮","NO","ppb",202301,"1.1"
41,"臺西",7,"二氧化氮","NO2","ppb",202301,"5.4"
41,"臺西",10,"風速","WIND_SPEED","m/sec",202301,"5.9"
41,"臺西",14,"溫度","AMB_TEMP","℃",202301,"17"
41,"臺西",33,"細懸浮微粒","PM2.5","μg/m3",202301,"20"
41,"臺西",38,"相對濕度","RH","%",202301,"87"
42,"嘉義",1,"二氧化硫","SO2","ppb",202301,"2.4"
42,"嘉義",2,"一氧化碳","CO","ppm",202301,"0.37"
42,"嘉義",3,"臭氧","O3","ppb",202301,"27.1"
42,"嘉義",4,"懸浮微粒","PM10","μg/m3",202301,"54"
42,"嘉義",5,"氮氧化物","NOx","ppb",202301,"13.9"
42,"嘉義",6,"一氧化氮","NO","ppb",202301,"1.8"
42,"嘉義",7,"二氧化氮","NO2","ppb",202301,"12"
42,"嘉義",10,"風速","WIND_SPEED","m/sec",202301,"2.1"
42,"嘉義",14,"溫度","AMB_TEMP","℃",202301,"17.8"
42,"嘉義",33,"細懸浮微粒","PM2.5","μg/m3",202301,"26"
42,"嘉義",38,"相對濕度","RH","%",202301,"75"
43,"新營",1,"二氧化硫","SO2","ppb",202301,"1.6"
43,"新營",2,"一氧化碳","CO","ppm",202301,"0.32"
43,"新營",3,"臭氧","O3","ppb",202301,"29.8"
43,"新營",4,"懸浮微粒","PM10","μg/m3",202301,"51"
43,"新營",5,"氮氧化物","NOx","ppb",202301,"12.9"
43,"新營",6,"一氧化氮","NO","ppb",202301,"1.8"
43,"新營",7,"二氧化氮","NO2","ppb",202301,"11"
43,"新營",10,"風速","WIND_SPEED","m/sec",202301,"2.1"
43,"新營",14,"溫度","AMB_TEMP","℃",202301,"17.8"
43,"新營",33,"細懸浮微粒","PM2.5","μg/m3",202301,"24"
43,"新營",38,"相對濕度","RH","%",202301,"76"
44,"善化",1,"二氧化硫","SO2","ppb",202301,"1.7"
44,"善化",2,"一氧化碳","CO","ppm",202301,"0.28"
44,"善化",3,"臭氧","O3","ppb",202301,"28.9"
44,"善化",4,"懸浮微粒","PM10","μg/m3",202301,"47"
44,"善化",5,"氮氧化物","NOx","ppb",202301,"12.4"
44,"善化",6,"一氧化氮","NO","ppb",202301,"1.5"
44,"善化",7,"二氧化氮","NO2","ppb",202301,"10.8"
44,"善化",10,"風速","WIND_SPEED","m/sec",202301,"2.6"
44,"善化",14,"溫度","AMB_TEMP","℃",202301,"18.2"
44,"善化",33,"細懸浮微粒","PM2.5","μg/m3",202301,"24"
44,"善化",38,"相對濕度","RH","%",202301,"72"
45,"安南",1,"二氧化硫","SO2","ppb",202301,"1.1"
45,"安南",2,"一氧化碳","CO","ppm",202301,"0.34"
45,"安南",3,"臭氧","O3","ppb",202301,"30.4"
45,"安南",4,"懸浮微粒","PM10","μg/m3",202301,"53"
45,"安南",5,"氮氧化物","NOx","ppb",202301,"11.9"
45,"安南",6,"一氧化氮","NO","ppb",202301,"1.7"
45,"安南",7,"二氧化氮","NO2","ppb",202301,"10.1"
45,"安南",10,"風速","WIND_SPEED","m/sec",202301,"2.6"
45,"安南",14,"溫度","AMB_TEMP","℃",202301,"18.6"
45,"安南",33,"細懸浮微粒","PM2.5","μg/m3",202301,"26"
45,"安南",38,"相對濕度","RH","%",202301,"73"
46,"臺南",1,"二氧化硫","SO2","ppb",202301,"0.9"
46,"臺南",2,"一氧化碳","CO","ppm",202301,"0.5"
46,"臺南",3,"臭氧","O3","ppb",202301,"28.1"
46,"臺南",4,"懸浮微粒","PM10","μg/m3",202301,"51"
46,"臺南",5,"氮氧化物","NOx","ppb",202301,"19.8"
46,"臺南",6,"一氧化氮","NO","ppb",202301,"4.7"
46,"臺南",7,"二氧化氮","NO2","ppb",202301,"15"
46,"臺南",10,"風速","WIND_SPEED","m/sec",202301,"1.1"
46,"臺南",14,"溫度","AMB_TEMP","℃",202301,"18.2"
46,"臺南",33,"細懸浮微粒","PM2.5","μg/m3",202301,"30"
46,"臺南",38,"相對濕度","RH","%",202301,"75"
47,"美濃",1,"二氧化硫","SO2","ppb",202301,"0.9"
47,"美濃",2,"一氧化碳","CO","ppm",202301,"0.33"
47,"美濃",3,"臭氧","O3","ppb",202301,"29.5"
47,"美濃",4,"懸浮微粒","PM10","μg/m3",202301,"43"
47,"美濃",5,"氮氧化物","NOx","ppb",202301,"8.9"
47,"美濃",6,"一氧化氮","NO","ppb",202301,"1"
47,"美濃",7,"二氧化氮","NO2","ppb",202301,"7.8"
47,"美濃",10,"風速","WIND_SPEED","m/sec",202301,"1"
47,"美濃",14,"溫度","AMB_TEMP","℃",202301,"19.8"
47,"美濃",33,"細懸浮微粒","PM2.5","μg/m3",202301,"23"
47,"美濃",38,"相對濕度","RH","%",202301,"74"
48,"橋頭",1,"二氧化硫","SO2","ppb",202301,"1.4"
48,"橋頭",2,"一氧化碳","CO","ppm",202301,"0.34"
48,"橋頭",3,"臭氧","O3","ppb",202301,"26.1"
48,"橋頭",4,"懸浮微粒","PM10","μg/m3",202301,"58"
48,"橋頭",5,"氮氧化物","NOx","ppb",202301,"15.2"
48,"橋頭",6,"一氧化氮","NO","ppb",202301,"2.2"
48,"橋頭",7,"二氧化氮","NO2","ppb",202301,"12.8"
48,"橋頭",10,"風速","WIND_SPEED","m/sec",202301,"2.3"
48,"橋頭",14,"溫度","AMB_TEMP","℃",202301,"19.2"
48,"橋頭",33,"細懸浮微粒","PM2.5","μg/m3",202301,"27"
48,"橋頭",38,"相對濕度","RH","%",202301,"72"
49,"仁武",1,"二氧化硫","SO2","ppb",202301,"1.7"
49,"仁武",2,"一氧化碳","CO","ppm",202301,"0.4"
49,"仁武",3,"臭氧","O3","ppb",202301,"24.5"
49,"仁武",4,"懸浮微粒","PM10","μg/m3",202301,"53"
49,"仁武",5,"氮氧化物","NOx","ppb",202301,"20.6"
49,"仁武",6,"一氧化氮","NO","ppb",202301,"3.1"
49,"仁武",7,"二氧化氮","NO2","ppb",202301,"17.4"
49,"仁武",10,"風速","WIND_SPEED","m/sec",202301,"2.4"
49,"仁武",14,"溫度","AMB_TEMP","℃",202301,"19.2"
49,"仁武",33,"細懸浮微粒","PM2.5","μg/m3",202301,"30"
49,"仁武",38,"相對濕度","RH","%",202301,"72"
50,"鳳山",1,"二氧化硫","SO2","ppb",202301,"2.1"
50,"鳳山",2,"一氧化碳","CO","ppm",202301,"0.62"
50,"鳳山",3,"臭氧","O3","ppb",202301,"22.1"
50,"鳳山",4,"懸浮微粒","PM10","μg/m3",202301,"55"
50,"鳳山",5,"氮氧化物","NOx","ppb",202301,"26"
50,"鳳山",6,"一氧化氮","NO","ppb",202301,"4.7"
50,"鳳山",7,"二氧化氮","NO2","ppb",202301,"21.2"
50,"鳳山",10,"風速","WIND_SPEED","m/sec",202301,"0.9"
50,"鳳山",14,"溫度","AMB_TEMP","℃",202301,"20.3"
50,"鳳山",33,"細懸浮微粒","PM2.5","μg/m3",202301,"31"
50,"鳳山",38,"相對濕度","RH","%",202301,"68"
51,"大寮",1,"二氧化硫","SO2","ppb",202301,"1.8"
51,"大寮",2,"一氧化碳","CO","ppm",202301,"0.41"
51,"大寮",3,"臭氧","O3","ppb",202301,"27.1"
51,"大寮",4,"懸浮微粒","PM10","μg/m3",202301,"57"
51,"大寮",5,"氮氧化物","NOx","ppb",202301,"19.7"
51,"大寮",6,"一氧化氮","NO","ppb",202301,"2.4"
51,"大寮",7,"二氧化氮","NO2","ppb",202301,"17.3"
51,"大寮",10,"風速","WIND_SPEED","m/sec",202301,"1.4"
51,"大寮",14,"溫度","AMB_TEMP","℃",202301,"20.2"
51,"大寮",33,"細懸浮微粒","PM2.5","μg/m3",202301,"31"
51,"大寮",38,"相對濕度","RH","%",202301,"68"
52,"林園",1,"二氧化硫","SO2","ppb",202301,"2"
52,"林園",2,"一氧化碳","CO","ppm",202301,"0.39"
52,"林園",3,"臭氧","O3","ppb",202301,"28.5"
52,"林園",4,"懸浮微粒","PM10","μg/m3",202301,"61"
52,"林園",5,"氮氧化物","NOx","ppb",202301,"17.3"
52,"林園",6,"一氧化氮","NO","ppb",202301,"1.7"
52,"林園",7,"二氧化氮","NO2","ppb",202301,"15.5"
52,"林園",10,"風速","WIND_SPEED","m/sec",202301,"1.9"
52,"林園",14,"溫度","AMB_TEMP","℃",202301,"20.7"
52,"林園",33,"細懸浮微粒","PM2.5","μg/m3",202301,"27"
52,"林園",38,"相對濕度","RH","%",202301,"71"
53,"楠梓",1,"二氧化硫","SO2","ppb",202301,"1.7"
53,"楠梓",2,"一氧化碳","CO","ppm",202301,"0.36"
53,"楠梓",3,"臭氧","O3","ppb",202301,"27"
53,"楠梓",4,"懸浮微粒","PM10","μg/m3",202301,"56"
53,"楠梓",5,"氮氧化物","NOx","ppb",202301,"17.6"
53,"楠梓",6,"一氧化氮","NO","ppb",202301,"2.3"
53,"楠梓",7,"二氧化氮","NO2","ppb",202301,"15.3"
53,"楠梓",10,"風速","WIND_SPEED","m/sec",202301,"1.7"
53,"楠梓",14,"溫度","AMB_TEMP","℃",202301,"19.2"
53,"楠梓",33,"細懸浮微粒","PM2.5","μg/m3",202301,"26"
53,"楠梓",38,"相對濕度","RH","%",202301,"71"
54,"左營",1,"二氧化硫","SO2","ppb",202301,"1.6"
54,"左營",2,"一氧化碳","CO","ppm",202301,"0.4"
54,"左營",3,"臭氧","O3","ppb",202301,"28.3"
54,"左營",4,"懸浮微粒","PM10","μg/m3",202301,"57"
54,"左營",5,"氮氧化物","NOx","ppb",202301,"16.7"
54,"左營",6,"一氧化氮","NO","ppb",202301,"1.8"
54,"左營",7,"二氧化氮","NO2","ppb",202301,"14.8"
54,"左營",10,"風速","WIND_SPEED","m/sec",202301,"2.3"
54,"左營",14,"溫度","AMB_TEMP","℃",202301,"19.7"
54,"左營",33,"細懸浮微粒","PM2.5","μg/m3",202301,"28"
54,"左營",38,"相對濕度","RH","%",202301,"73"
56,"前金",1,"二氧化硫","SO2","ppb",202301,"1.5"
56,"前金",2,"一氧化碳","CO","ppm",202301,"0.4"
56,"前金",3,"臭氧","O3","ppb",202301,"30"
56,"前金",4,"懸浮微粒","PM10","μg/m3",202301,"55"
56,"前金",5,"氮氧化物","NOx","ppb",202301,"16.1"
56,"前金",6,"一氧化氮","NO","ppb",202301,"1.8"
56,"前金",7,"二氧化氮","NO2","ppb",202301,"14.2"
56,"前金",10,"風速","WIND_SPEED","m/sec",202301,"2.7"
56,"前金",14,"溫度","AMB_TEMP","℃",202301,"19.7"
56,"前金",33,"細懸浮微粒","PM2.5","μg/m3",202301,"30"
56,"前金",38,"相對濕度","RH","%",202301,"75"
57,"前鎮",1,"二氧化硫","SO2","ppb",202301,"1.9"
57,"前鎮",2,"一氧化碳","CO","ppm",202301,"0.49"
57,"前鎮",3,"臭氧","O3","ppb",202301,"26.1"
57,"前鎮",4,"懸浮微粒","PM10","μg/m3",202301,"60"
57,"前鎮",5,"氮氧化物","NOx","ppb",202301,"20.1"
57,"前鎮",6,"一氧化氮","NO","ppb",202301,"2.9"
57,"前鎮",7,"二氧化氮","NO2","ppb",202301,"17.2"
57,"前鎮",10,"風速","WIND_SPEED","m/sec",202301,"1.9"
57,"前鎮",14,"溫度","AMB_TEMP","℃",202301,"19.9"
57,"前鎮",33,"細懸浮微粒","PM2.5","μg/m3",202301,"29"
57,"前鎮",38,"相對濕度","RH","%",202301,"70"
58,"小港",1,"二氧化硫","SO2","ppb",202301,"1.7"
58,"小港",2,"一氧化碳","CO","ppm",202301,"0.45"
58,"小港",3,"臭氧","O3","ppb",202301,"25.5"
58,"小港",4,"懸浮微粒","PM10","μg/m3",202301,"55"
58,"小港",5,"氮氧化物","NOx","ppb",202301,"26"
58,"小港",6,"一氧化氮","NO","ppb",202301,"4.5"
58,"小港",7,"二氧化氮","NO2","ppb",202301,"21.4"
58,"小港",10,"風速","WIND_SPEED","m/sec",202301,"1.7"
58,"小港",14,"溫度","AMB_TEMP","℃",202301,"20.2"
58,"小港",33,"細懸浮微粒","PM2.5","μg/m3",202301,"31"
58,"小港",38,"相對濕度","RH","%",202301,"69"
59,"屏東",1,"二氧化硫","SO2","ppb",202301,"1.4"
59,"屏東",2,"一氧化碳","CO","ppm",202301,"0.39"
59,"屏東",3,"臭氧","O3","ppb",202301,"30.4"
59,"屏東",4,"懸浮微粒","PM10","μg/m3",202301,"54"
59,"屏東",5,"氮氧化物","NOx","ppb",202301,"13.6"
59,"屏東",6,"一氧化氮","NO","ppb",202301,"1.3"
59,"屏東",7,"二氧化氮","NO2","ppb",202301,"12.3"
59,"屏東",10,"風速","WIND_SPEED","m/sec",202301,"1.4"
59,"屏東",14,"溫度","AMB_TEMP","℃",202301,"20.7"
59,"屏東",33,"細懸浮微粒","PM2.5","μg/m3",202301,"29"
59,"屏東",38,"相對濕度","RH","%",202301,"69"
60,"潮州",1,"二氧化硫","SO2","ppb",202301,"1.4"
60,"潮州",2,"一氧化碳","CO","ppm",202301,"0.36"
60,"潮州",3,"臭氧","O3","ppb",202301,"31.2"
60,"潮州",4,"懸浮微粒","PM10","μg/m3",202301,"54"
60,"潮州",5,"氮氧化物","NOx","ppb",202301,"11.6"
60,"潮州",6,"一氧化氮","NO","ppb",202301,"1"
60,"潮州",7,"二氧化氮","NO2","ppb",202301,"10.5"
60,"潮州",10,"風速","WIND_SPEED","m/sec",202301,"1.4"
60,"潮州",14,"溫度","AMB_TEMP","℃",202301,"19.9"
60,"潮州",33,"細懸浮微粒","PM2.5","μg/m3",202301,"30"
60,"潮州",38,"相對濕度","RH","%",202301,"72"
61,"恆春",1,"二氧化硫","SO2","ppb",202301,"0.7"
61,"恆春",2,"一氧化碳","CO","ppm",202301,"0.17"
61,"恆春",3,"臭氧","O3","ppb",202301,"41.9"
61,"恆春",4,"懸浮微粒","PM10","μg/m3",202301,"9"
61,"恆春",5,"氮氧化物","NOx","ppb",202301,"1.2"
61,"恆春",6,"一氧化氮","NO","ppb",202301,"0.4"
61,"恆春",7,"二氧化氮","NO2","ppb",202301,"0.7"
61,"恆春",10,"風速","WIND_SPEED","m/sec",202301,"7"
61,"恆春",14,"溫度","AMB_TEMP","℃",202301,"20.6"
61,"恆春",33,"細懸浮微粒","PM2.5","μg/m3",202301,"5"
61,"恆春",38,"相對濕度","RH","%",202301,"75"
62,"臺東",1,"二氧化硫","SO2","ppb",202301,"0.6"
62,"臺東",2,"一氧化碳","CO","ppm",202301,"0.24"
62,"臺東",3,"臭氧","O3","ppb",202301,"32.2"
62,"臺東",4,"懸浮微粒","PM10","μg/m3",202301,"15"
62,"臺東",5,"氮氧化物","NOx","ppb",202301,"5.5"
62,"臺東",6,"一氧化氮","NO","ppb",202301,"1.2"
62,"臺東",7,"二氧化氮","NO2","ppb",202301,"4.2"
62,"臺東",10,"風速","WIND_SPEED","m/sec",202301,"1.8"
62,"臺東",14,"溫度","AMB_TEMP","℃",202301,"19.5"
62,"臺東",33,"細懸浮微粒","PM2.5","μg/m3",202301,"6"
62,"臺東",38,"相對濕度","RH","%",202301,"75"
63,"花蓮",1,"二氧化硫","SO2","ppb",202301,"0.8"
63,"花蓮",2,"一氧化碳","CO","ppm",202301,"0.28"
63,"花蓮",3,"臭氧","O3","ppb",202301,"28.1"
63,"花蓮",4,"懸浮微粒","PM10","μg/m3",202301,"18"
63,"花蓮",5,"氮氧化物","NOx","ppb",202301,"7.4"
63,"花蓮",6,"一氧化氮","NO","ppb",202301,"1.1"
63,"花蓮",7,"二氧化氮","NO2","ppb",202301,"6.2"
63,"花蓮",10,"風速","WIND_SPEED","m/sec",202301,"2"
63,"花蓮",14,"溫度","AMB_TEMP","℃",202301,"18.6"
63,"花蓮",33,"細懸浮微粒","PM2.5","μg/m3",202301,"7"
63,"花蓮",38,"相對濕度","RH","%",202301,"80"
64,"陽明",1,"二氧化硫","SO2","ppb",202301,"0.9"
64,"陽明",2,"一氧化碳","CO","ppm",202301,"0.23"
64,"陽明",3,"臭氧","O3","ppb",202301,"42.9"
64,"陽明",4,"懸浮微粒","PM10","μg/m3",202301,"14"
64,"陽明",5,"氮氧化物","NOx","ppb",202301,"2.6"
64,"陽明",6,"一氧化氮","NO","ppb",202301,"0.6"
64,"陽明",7,"二氧化氮","NO2","ppb",202301,"1.9"
64,"陽明",10,"風速","WIND_SPEED","m/sec",202301,"3.1"
64,"陽明",14,"溫度","AMB_TEMP","℃",202301,"10.4"
64,"陽明",33,"細懸浮微粒","PM2.5","μg/m3",202301,"5"
64,"陽明",38,"相對濕度","RH","%",202301,"92"
65,"宜蘭",1,"二氧化硫","SO2","ppb",202301,"0.9"
65,"宜蘭",2,"一氧化碳","CO","ppm",202301,"0.25"
65,"宜蘭",3,"臭氧","O3","ppb",202301,"31.5"
65,"宜蘭",4,"懸浮微粒","PM10","μg/m3",202301,"18"
65,"宜蘭",5,"氮氧化物","NOx","ppb",202301,"6"
65,"宜蘭",6,"一氧化氮","NO","ppb",202301,"0.8"
65,"宜蘭",7,"二氧化氮","NO2","ppb",202301,"5"
65,"宜蘭",10,"風速","WIND_SPEED","m/sec",202301,"1"
65,"宜蘭",14,"溫度","AMB_TEMP","℃",202301,"17.6"
65,"宜蘭",33,"細懸浮微粒","PM2.5","μg/m3",202301,"10"
65,"宜蘭",38,"相對濕度","RH","%",202301,"77"
66,"冬山",1,"二氧化硫","SO2","ppb",202301,"0.6"
66,"冬山",2,"一氧化碳","CO","ppm",202301,"0.26"
66,"冬山",3,"臭氧","O3","ppb",202301,"30.1"
66,"冬山",4,"懸浮微粒","PM10","μg/m3",202301,"19"
66,"冬山",5,"氮氧化物","NOx","ppb",202301,"8.4"
66,"冬山",6,"一氧化氮","NO","ppb",202301,"1.8"
66,"冬山",7,"二氧化氮","NO2","ppb",202301,"6.4"
66,"冬山",10,"風速","WIND_SPEED","m/sec",202301,"1.3"
66,"冬山",14,"溫度","AMB_TEMP","℃",202301,"16.7"
66,"冬山",33,"細懸浮微粒","PM2.5","μg/m3",202301,"8"
66,"冬山",38,"相對濕度","RH","%",202301,"81"
67,"三重",1,"二氧化硫","SO2","ppb",202301,"1.2"
67,"三重",2,"一氧化碳","CO","ppm",202301,"0.91"
67,"三重",3,"臭氧","O3","ppb",202301,"16.7"
67,"三重",4,"懸浮微粒","PM10","μg/m3",202301,"30"
67,"三重",5,"氮氧化物","NOx","ppb",202301,"66.2"
67,"三重",6,"一氧化氮","NO","ppb",202301,"37"
67,"三重",7,"二氧化氮","NO2","ppb",202301,"29"
67,"三重",14,"溫度","AMB_TEMP","℃",202301,"17.8"
67,"三重",33,"細懸浮微粒","PM2.5","μg/m3",202301,"16"
67,"三重",38,"相對濕度","RH","%",202301,"73"
68,"中壢",1,"二氧化硫","SO2","ppb",202301,"1.2"
68,"中壢",2,"一氧化碳","CO","ppm",202301,"0.63"
68,"中壢",3,"臭氧","O3","ppb",202301,"22"
68,"中壢",4,"懸浮微粒","PM10","μg/m3",202301,"33"
68,"中壢",5,"氮氧化物","NOx","ppb",202301,"35.9"
68,"中壢",6,"一氧化氮","NO","ppb",202301,"15.1"
68,"中壢",7,"二氧化氮","NO2","ppb",202301,"20.8"
68,"中壢",10,"風速","WIND_SPEED","m/sec",202301,"1"
68,"中壢",14,"溫度","AMB_TEMP","℃",202301,"16.2"
68,"中壢",33,"細懸浮微粒","PM2.5","μg/m3",202301,"18"
68,"中壢",38,"相對濕度","RH","%",202301,"80"
69,"竹山",1,"二氧化硫","SO2","ppb",202301,"1.1"
69,"竹山",2,"一氧化碳","CO","ppm",202301,"0.33"
69,"竹山",3,"臭氧","O3","ppb",202301,"25.6"
69,"竹山",4,"懸浮微粒","PM10","μg/m3",202301,"43"
69,"竹山",5,"氮氧化物","NOx","ppb",202301,"12.6"
69,"竹山",6,"一氧化氮","NO","ppb",202301,"1.6"
69,"竹山",7,"二氧化氮","NO2","ppb",202301,"10.9"
69,"竹山",10,"風速","WIND_SPEED","m/sec",202301,"1.3"
69,"竹山",14,"溫度","AMB_TEMP","℃",202301,"17.4"
69,"竹山",33,"細懸浮微粒","PM2.5","μg/m3",202301,"24"
69,"竹山",38,"相對濕度","RH","%",202301,"76"
70,"永和",1,"二氧化硫","SO2","ppb",202301,"1"
70,"永和",2,"一氧化碳","CO","ppm",202301,"0.54"
70,"永和",3,"臭氧","O3","ppb",202301,"27.5"
70,"永和",4,"懸浮微粒","PM10","μg/m3",202301,"26"
70,"永和",5,"氮氧化物","NOx","ppb",202301,"22.2"
70,"永和",6,"一氧化氮","NO","ppb",202301,"7.2"
70,"永和",7,"二氧化氮","NO2","ppb",202301,"14.9"
70,"永和",10,"風速","WIND_SPEED","m/sec",202301,"1.4"
70,"永和",14,"溫度","AMB_TEMP","℃",202301,"17.3"
70,"永和",33,"細懸浮微粒","PM2.5","μg/m3",202301,"15"
70,"永和",38,"相對濕度","RH","%",202301,"71"
71,"復興",1,"二氧化硫","SO2","ppb",202301,"1.3"
71,"復興",2,"一氧化碳","CO","ppm",202301,"0.57"
71,"復興",3,"臭氧","O3","ppb",202301,"25.6"
71,"復興",4,"懸浮微粒","PM10","μg/m3",202301,"57"
71,"復興",5,"氮氧化物","NOx","ppb",202301,"21.5"
71,"復興",6,"一氧化氮","NO","ppb",202301,"3.2"
71,"復興",7,"二氧化氮","NO2","ppb",202301,"18.2"
71,"復興",10,"風速","WIND_SPEED","m/sec",202301,"1"
71,"復興",14,"溫度","AMB_TEMP","℃",202301,"19.9"
71,"復興",33,"細懸浮微粒","PM2.5","μg/m3",202301,"28"
71,"復興",38,"相對濕度","RH","%",202301,"69"
72,"埔里",1,"二氧化硫","SO2","ppb",202301,"1.3"
72,"埔里",2,"一氧化碳","CO","ppm",202301,"0.36"
72,"埔里",3,"臭氧","O3","ppb",202301,"25.4"
72,"埔里",4,"懸浮微粒","PM10","μg/m3",202301,"29"
72,"埔里",5,"氮氧化物","NOx","ppb",202301,"9.6"
72,"埔里",6,"一氧化氮","NO","ppb",202301,"2"
72,"埔里",7,"二氧化氮","NO2","ppb",202301,"7.5"
72,"埔里",10,"風速","WIND_SPEED","m/sec",202301,"1"
72,"埔里",14,"溫度","AMB_TEMP","℃",202301,"18.2"
72,"埔里",33,"細懸浮微粒","PM2.5","μg/m3",202301,"17"
72,"埔里",38,"相對濕度","RH","%",202301,"67"
75,"馬祖",1,"二氧化硫","SO2","ppb",202301,"1.1"
75,"馬祖",2,"一氧化碳","CO","ppm",202301,"0.28"
75,"馬祖",3,"臭氧","O3","ppb",202301,"40.7"
75,"馬祖",4,"懸浮微粒","PM10","μg/m3",202301,"36"
75,"馬祖",5,"氮氧化物","NOx","ppb",202301,"6.4"
75,"馬祖",6,"一氧化氮","NO","ppb",202301,"0.7"
75,"馬祖",7,"二氧化氮","NO2","ppb",202301,"5.6"
75,"馬祖",10,"風速","WIND_SPEED","m/sec",202301,"2.1"
75,"馬祖",14,"溫度","AMB_TEMP","℃",202301,"12"
75,"馬祖",33,"細懸浮微粒","PM2.5","μg/m3",202301,"23"
75,"馬祖",38,"相對濕度","RH","%",202301,"67"
77,"金門",1,"二氧化硫","SO2","ppb",202301,"1.4"
77,"金門",2,"一氧化碳","CO","ppm",202301,"0.32"
77,"金門",3,"臭氧","O3","ppb",202301,"33.3"
77,"金門",4,"懸浮微粒","PM10","μg/m3",202301,"41"
77,"金門",5,"氮氧化物","NOx","ppb",202301,"10.7"
77,"金門",6,"一氧化氮","NO","ppb",202301,"1.6"
77,"金門",7,"二氧化氮","NO2","ppb",202301,"9"
77,"金門",10,"風速","WIND_SPEED","m/sec",202301,"2.6"
77,"金門",14,"溫度","AMB_TEMP","℃",202301,"14.4"
77,"金門",33,"細懸浮微粒","PM2.5","μg/m3",202301,"24"
77,"金門",38,"相對濕度","RH","%",202301,"75"
78,"馬公",1,"二氧化硫","SO2","ppb",202301,"0.6"
78,"馬公",2,"一氧化碳","CO","ppm",202301,"0.22"
78,"馬公",3,"臭氧","O3","ppb",202301,"45.4"
78,"馬公",4,"懸浮微粒","PM10","μg/m3",202301,"33"
78,"馬公",5,"氮氧化物","NOx","ppb",202301,"3.7"
78,"馬公",6,"一氧化氮","NO","ppb",202301,"0.6"
78,"馬公",7,"二氧化氮","NO2","ppb",202301,"3"
78,"馬公",10,"風速","WIND_SPEED","m/sec",202301,"5.5"
78,"馬公",14,"溫度","AMB_TEMP","℃",202301,"16.9"
78,"馬公",33,"細懸浮微粒","PM2.5","μg/m3",202301,"16"
78,"馬公",38,"相對濕度","RH","%",202301,"76"
80,"關山",1,"二氧化硫","SO2","ppb",202301,"0.6"
80,"關山",2,"一氧化碳","CO","ppm",202301,"0.21"
80,"關山",3,"臭氧","O3","ppb",202301,"28"
80,"關山",4,"懸浮微粒","PM10","μg/m3",202301,"11"
80,"關山",5,"氮氧化物","NOx","ppb",202301,"4.4"
80,"關山",6,"一氧化氮","NO","ppb",202301,"1"
80,"關山",7,"二氧化氮","NO2","ppb",202301,"3.3"
80,"關山",10,"風速","WIND_SPEED","m/sec",202301,"1.2"
80,"關山",14,"溫度","AMB_TEMP","℃",202301,"17.7"
80,"關山",33,"細懸浮微粒","PM2.5","μg/m3",202301,"8"
80,"關山",38,"相對濕度","RH","%",202301,"80"
83,"麥寮",1,"二氧化硫","SO2","ppb",202301,"1.4"
83,"麥寮",2,"一氧化碳","CO","ppm",202301,"0.25"
83,"麥寮",3,"臭氧","O3","ppb",202301,"40"
